,Energy,Non_Energy,Agriculture,Agriculture_Beverages,Agriculture_Food,Agriculture_Oils_Meals,Agriculture_Grains,Agriculture_Other_Food,Raw_Materials,Raw_Materials_Timber,Raw_Materials_Other,Fertilizers,Metals_Minerals,Metals_Minerals_Base_Metals,Precious_Metals
1960M01,2.13,18.82,22.03,25.44,21.19,23.17,23.58,16.44,22.33,16.24,29,12.86,12.9,14.07,3.27
1960M02,2.13,18.68,21.81,25.14,20.89,22.48,23.43,16.49,22.36,16.24,29.05,12.86,12.93,14.11,3.27
1960M03,2.13,18.67,21.9,24.64,21.06,22.18,23.75,17.15,22.54,16.24,29.43,12.86,12.72,13.86,3.27
1960M04,2.13,18.83,22.04,24.86,21.23,22.41,23.49,17.64,22.56,16.24,29.48,12.86,12.93,14.12,3.27
1960M05,2.13,18.77,22.05,24.84,21.09,22.05,23.85,17.32,22.97,16.24,30.33,12.86,12.73,13.87,3.27
1960M06,2.13,18.58,21.74,24.74,20.68,21.69,23.43,16.86,22.8,16.24,29.98,12.86,12.75,13.9,3.27
1960M07,2.13,18.56,21.68,24.85,20.82,21.75,23.28,17.37,22.16,16.24,28.64,12.86,12.81,13.96,3.27
1960M08,2.13,18.54,21.73,24.82,21.07,22.09,23.8,17.28,21.74,16.24,27.76,12.86,12.65,13.77,3.27
1960M09,2.13,18.59,21.88,24.72,21.31,22.19,24.14,17.58,21.82,16.24,27.93,12.86,12.5,13.59,3.27
1960M10,2.13,18.11,21.22,24.79,20.32,21.46,23.24,16.18,21.59,16.24,27.44,12.86,12.32,13.37,3.27
1960M11,2.13,17.86,20.77,24.51,19.79,21.39,22.38,15.33,21.24,16.24,26.7,12.86,12.47,13.55,3.27
1960M12,2.13,18.07,21.11,23.81,20.52,22.21,22.76,16.25,21.18,16.24,26.58,12.86,12.41,13.48,3.27
1961M01,2.08,18.08,21.22,22.89,21.1,23.49,23.57,15.71,20.69,16.59,25.17,12.9,12.21,13.29,3.27
1961M02,2.08,18.38,21.65,22.94,21.81,25.31,23.59,15.6,20.61,16.59,25.02,12.9,12.29,13.39,3.27
1961M03,2.08,18.75,22.2,22.49,22.7,26.19,23.97,16.96,20.84,16.59,25.49,12.9,12.33,13.44,3.27
1961M04,2.08,18.92,22.44,22.13,23.11,27.61,23.5,16.82,20.97,16.59,25.77,12.9,12.39,13.51,3.27
1961M05,2.08,18.92,22.35,22.62,22.84,26.99,24.04,16.31,21.03,16.59,25.89,12.9,12.57,13.74,3.27
1961M06,2.08,18.65,21.98,22.68,22.33,25.48,23.77,16.86,20.79,16.59,25.39,12.9,12.48,13.62,3.27
1961M07,2.08,18.53,21.84,22.55,22.12,25.17,24.38,16.08,20.8,16.59,25.41,12.9,12.38,13.5,3.27
1961M08,2.08,18.39,21.62,22.6,21.74,24.55,24.18,15.84,20.82,16.59,25.45,12.9,12.4,13.52,3.27
1961M09,2.08,18.23,21.39,22.42,21.39,23.52,24.04,16.19,20.84,16.59,25.5,12.9,12.37,13.48,3.27
1961M10,2.08,18.2,21.35,22.33,21.41,23.18,25.21,15.66,20.71,16.59,25.22,12.9,12.34,13.45,3.27
1961M11,2.08,18.35,21.58,22.54,21.89,23.58,26.05,15.91,20.34,16.59,24.44,12.9,12.34,13.45,3.28
1961M12,2.08,18.36,21.59,23.16,21.74,23.75,25.63,15.58,20.43,16.59,24.63,12.9,12.35,13.47,3.38
1962M01,2.04,18.17,21.32,22.35,21.42,23.29,25.18,15.55,20.54,17.59,23.77,12.6,12.36,13.48,3.39
1962M02,2.04,18.23,21.41,22.77,21.43,23,25.36,15.82,20.68,17.59,24.06,12.6,12.34,13.45,3.37
1962M03,2.04,18.2,21.41,22.02,21.63,22.93,25.86,16.11,20.56,17.59,23.81,12.6,12.24,13.33,3.36
1962M04,2.04,18.22,21.45,22.2,21.68,22.99,26.34,15.75,20.49,17.59,23.66,12.6,12.23,13.32,3.36
1962M05,2.04,18.35,21.66,22.02,22.07,22.74,27.82,15.97,20.48,17.59,23.63,12.6,12.21,13.3,3.36
1962M06,2.04,18.27,21.55,21.94,21.98,22.51,27.59,16.2,20.31,17.59,23.29,12.6,12.19,13.26,3.37
1962M07,2.04,18.22,21.48,21.89,21.87,22.26,27.55,16.22,20.31,17.59,23.29,12.6,12.17,13.24,3.38
1962M08,2.04,18.13,21.35,21.96,21.7,22,27.25,16.3,20.17,17.59,22.98,12.6,12.15,13.22,3.43
1962M09,2.04,18.22,21.49,21.97,21.94,22.41,27.11,16.63,20.16,17.59,22.97,12.6,12.15,13.22,3.49
1962M10,2.04,18.06,21.24,21.69,21.52,21.79,27.09,16.14,20.33,17.59,23.33,12.6,12.17,13.24,3.54
1962M11,2.04,18.38,21.73,21.71,22.27,22.54,27.75,16.94,20.43,17.59,23.53,12.6,12.18,13.26,3.53
1962M12,2.04,18.36,21.7,22.07,22.09,22.71,26.92,16.91,20.55,17.59,23.78,12.6,12.18,13.25,3.53
1963M01,2.01,18.61,22.08,22.19,22.76,23.24,27.27,18.03,20.37,17.68,23.32,12.66,12.17,13.24,3.57
1963M02,2.01,18.77,22.33,22.3,23.17,23.47,27.58,18.78,20.3,17.68,23.17,12.66,12.18,13.25,3.58
1963M03,2.01,18.82,22.38,22.24,23.32,23.25,27.53,19.58,20.19,17.76,22.86,12.66,12.19,13.27,3.59
1963M04,2.01,19.04,22.73,22.58,23.8,22.94,27.56,21.53,20.18,17.76,22.84,12.66,12.22,13.3,3.58
1963M05,2.01,19.54,23.48,22.99,24.91,23.09,27.31,25.14,20.24,18,22.69,12.66,12.24,13.33,3.59
1963M06,2.01,19.49,23.4,22.48,24.94,23.35,27.25,24.93,20.14,17.92,22.58,12.66,12.25,13.35,3.59
1963M07,2.01,19.36,23.2,22.12,24.81,23.48,27.58,24.04,19.86,17.51,22.43,12.66,12.24,13.33,3.6
1963M08,2.01,18.96,22.58,22.04,23.97,23.12,27.36,22.03,19.49,17.09,22.12,12.66,12.26,13.35,3.6
1963M09,2.01,19.04,22.7,22.43,24.14,23.25,27.73,22.05,19.33,16.84,22.05,12.66,12.27,13.37,3.61
1963M10,2.01,19.76,23.72,22.81,25.77,24.22,27.54,26.2,19.22,16.5,22.2,12.66,12.43,13.56,3.61
1963M11,2.01,19.78,23.74,22.75,25.82,24.12,27.12,26.89,19.17,16.41,22.18,12.66,12.46,13.6,3.61
1963M12,2.01,19.71,23.58,22.83,25.57,24.4,27.18,25.66,19.14,16.67,21.85,12.66,12.56,13.72,3.61
1964M01,1.94,20.06,23.98,23.79,25.89,24.61,27.57,26.04,19.46,16.5,22.7,15.64,12.51,13.79,3.62
1964M02,1.94,19.81,23.48,23.48,25.09,24.01,26.98,24.8,19.58,16.5,22.95,15.64,12.74,14.07,3.62
1964M03,1.94,19.83,23.28,24.6,24.52,23.87,27.18,22.98,19.59,16.24,23.25,15.64,13.22,14.67,3.62
1964M04,1.94,20.09,23.36,24.2,24.82,23.32,27.64,24.26,19.36,15.81,23.25,15.64,13.91,15.51,3.62
1964M05,1.94,19.96,23.19,24.38,24.58,23.03,27.95,23.57,19.18,15.45,23.27,15.64,13.84,15.42,3.62
1964M06,1.94,19.69,22.78,24.58,23.89,23.17,27.66,21.42,19.16,15.45,23.22,15.64,13.8,15.38,3.62
1964M07,1.94,19.71,22.65,24.7,23.73,23.04,28.21,20.56,18.99,15.36,22.96,15.64,14.13,15.78,3.62
1964M08,1.94,19.8,22.46,24.82,23.4,23.2,27.97,19.52,18.97,15.36,22.91,15.64,14.82,16.64,3.62
1964M09,1.94,20.2,22.64,24.7,23.68,24.51,28.13,18.54,19.07,15.27,23.21,15.64,15.72,17.74,3.62
1964M10,1.94,20.58,22.73,24.59,23.8,25.37,27.45,18.43,19.18,15.27,23.44,15.64,16.75,19.01,3.62
1964M11,1.94,20.63,22.69,24.77,23.69,25.4,27.34,18.14,19.19,15.45,23.28,15.64,16.98,19.3,3.62
1964M12,1.94,20.51,22.77,24.18,23.89,26.65,27.56,16.94,19.33,15.81,23.18,15.64,16.41,18.6,3.62
1965M01,1.94,19.86,22.44,23.53,23.75,26.85,27.42,16.33,18.7,15.81,21.87,16.5,14.95,16.8,3.63
1965M02,1.94,20.47,22.93,23.21,24.34,28.23,27.12,16.71,19.34,16.67,22.27,16.5,15.89,17.96,3.65
1965M03,1.94,20.45,22.74,21.7,24.35,28.07,27.14,16.93,19.35,16.92,22,16.5,16.2,18.34,3.65
1965M04,1.94,20.67,22.8,21.3,24.41,28.15,26.96,17.16,19.66,17.34,22.2,16.5,16.77,19.04,3.65
1965M05,1.94,20.79,22.59,20.64,24.2,27.41,27.05,17.4,19.66,17.34,22.18,16.5,17.58,19.23,3.65
1965M06,1.94,20.4,22.5,21.08,24.03,27.52,26.78,16.97,19.49,17.34,21.84,16.5,16.52,18.73,3.65
1965M07,1.94,20.03,22.39,21.3,23.86,27.23,26.41,17.13,19.35,17.34,21.54,16.5,15.6,17.6,3.65
1965M08,1.94,19.92,22.03,22.69,23.02,25.33,26.41,16.92,19.26,17.34,21.36,16.5,15.99,18.07,3.65
1965M09,1.94,20.28,22.27,23.04,23.33,25.47,26.82,17.36,19.31,17.51,21.27,16.5,16.61,18.84,3.65
1965M10,1.94,20.41,22.29,23.36,23.33,25.51,26.26,17.8,19.25,17.51,21.14,16.5,17,19.31,3.65
1965M11,1.94,20.5,22.29,23.53,23.24,25.99,26.42,16.74,19.34,17.51,21.35,16.5,17.3,19.68,3.65
1965M12,1.94,20.69,22.46,24.51,23.27,25.55,27.43,16.51,19.42,17.51,21.51,16.5,17.56,20.01,3.65
1966M01,1.88,21.29,23.1,24.31,23.95,26.36,27.47,17.59,20.42,17.51,23.6,15.06,18.29,21.03,3.65
1966M02,1.88,21.55,23.02,23.72,23.89,26.38,27.47,17.38,20.56,17.76,23.62,15.06,19.27,22.24,3.65
1966M03,1.88,21.6,23.1,23.7,23.98,25.6,27.54,18.62,20.64,17.76,23.79,15.06,19.27,22.23,3.65
1966M04,1.88,21.77,23.3,24.31,24.31,25.63,28.33,18.92,20.33,17.59,23.33,15.06,19.38,22.37,3.65
1966M05,1.88,21.31,23.22,24.03,24.17,25.75,28.02,18.61,20.5,17.76,23.51,15.06,18.1,20.79,3.65
1966M06,1.88,21.47,23.4,22.98,24.75,27.08,29.07,17.77,20.35,17.76,23.18,15.06,18.25,20.97,3.65
1966M07,1.88,21.56,23.86,23.44,25.43,28.37,30.45,17.01,20.29,17.76,23.05,15.06,17.58,20.15,3.65
1966M08,1.88,21.15,24.16,23.35,25.94,28.77,31.32,17.36,20.26,17.76,23,15.06,15.66,17.78,3.65
1966M09,1.88,20.62,23.51,22.26,25.2,27.13,31.23,17.2,20.03,17.76,22.51,15.06,15.33,17.38,3.65
1966M10,1.88,20.63,23.17,22.34,24.53,25.67,31.13,17.05,20.28,17.76,23.05,15.06,16.07,18.29,3.65
1966M11,1.88,20.6,23.05,22.19,24.37,25.25,31.28,16.95,20.28,17.76,23.05,15.06,16.21,18.47,3.65
1966M12,1.88,20.52,23.14,22.68,24.45,25.89,30.58,17.02,20.18,17.76,22.83,15.06,15.77,17.92,3.65
1967M01,1.87,20.43,23.05,22.89,24.63,25.41,30.25,18.51,19.31,17.76,21.01,13.15,15.89,18.17,3.64
1967M02,1.87,20.39,23.05,23.37,24.5,24.97,30.64,18.31,19.36,17.92,20.94,13.15,15.77,18.03,3.66
1967M03,1.87,20.26,23.14,23.03,24.65,24.53,31.6,18.53,19.51,18.16,20.98,13.15,15.15,17.26,3.66
1967M04,1.87,20.13,23.21,23.15,24.75,24.32,31.48,19.21,19.52,18.16,21,13.15,14.61,16.6,3.66
1967M05,1.87,20.26,23.3,23.52,24.79,24.16,31.75,19.32,19.56,18.33,20.9,13.15,14.83,16.87,3.66
1967M06,1.87,20.44,23.64,23.88,25.23,24.81,32.08,19.6,19.63,18.33,21.05,13.15,14.72,16.74,3.67
1967M07,1.87,20.26,23.41,23.46,24.98,24.49,32.76,18.58,19.56,18.33,20.91,12.98,14.62,16.61,3.94
1967M08,1.87,20.14,23.12,23.31,24.58,24.21,32.03,18.33,19.46,18.33,20.7,12.98,14.86,16.9,4.09
1967M09,1.87,20.31,23.34,23.67,24.77,24.05,32.22,18.99,19.68,18.73,20.72,12.98,14.92,16.98,4.02
1967M10,1.87,20.46,23.38,23.4,24.79,23.87,32.16,19.34,19.93,19.13,20.81,12.98,15.32,17.47,4.12
1967M11,1.87,20.97,23.38,24.09,24.67,24.24,31.33,19.21,19.9,19.13,20.74,12.98,16.94,19.46,4.28
1967M12,1.87,20.48,22.95,23.72,24.01,23.18,31.08,18.71,19.98,19.13,20.9,12.98,16.26,18.63,4.39
1968M01,1.85,20.43,22.78,23.72,23.82,23.02,31.21,18.18,19.77,19.13,20.47,10.59,16.72,19.2,4.36
1968M02,1.85,21.06,22.99,23.47,24.28,23.05,31.72,19.17,19.61,19.13,20.14,10.59,18.3,21.16,4.26
1968M03,1.85,21.03,22.98,23.47,24.22,23.04,31.72,18.99,19.73,19.13,20.39,10.59,18.21,21.04,4.63
1968M04,1.85,20.13,22.71,23.55,23.78,22.8,30.27,19.21,19.67,19.13,20.27,10.59,15.94,18.24,4.7
1968M05,1.85,19.89,22.73,23.47,23.81,22.86,29.58,19.85,19.71,19.13,20.34,10.59,15.13,17.25,5.05
1968M06,1.85,19.71,22.21,23.41,23.11,22.14,29.1,18.96,19.43,18.33,20.63,10.59,15.61,17.84,5.16
1968M07,1.85,19.49,22.09,23.46,22.98,21.68,29.37,18.9,19.24,18.33,20.24,10.42,15.2,17.34,4.93
1968M08,1.85,19.21,21.64,23.64,22.2,20.65,28.64,18.4,19.26,18.33,20.28,10.42,15.22,17.36,4.8
1968M09,1.85,19.45,21.88,24.98,22.3,20.59,28.3,19.12,19.28,18.33,20.33,10.42,15.49,17.69,4.88
1968M10,1.85,19.41,21.89,25.59,22.22,20.51,27.73,19.48,19.2,18.33,20.16,10.42,15.33,17.5,4.59
1968M11,1.85,19.66,22.22,27.04,22.5,20.88,28.25,19.43,19.08,18.33,19.91,10.42,15.46,17.66,4.67
1968M12,1.85,19.97,22.48,27.47,22.86,21.31,28.25,20.01,19.02,18.33,19.78,10.42,15.9,18.2,4.7
1969M01,1.81,20.16,22.49,26.29,23.14,21.61,28.84,19.99,18.99,18.33,19.71,9.13,16.64,18.94,4.8
1969M02,1.81,20.29,22.55,26.11,23.2,21.59,28.68,20.36,19.16,18.33,20.06,9.13,16.93,19.29,4.68
1969M03,1.81,20.56,22.98,25.74,23.87,22.17,29,21.46,19.39,18.33,20.56,9.13,16.9,19.26,4.71
1969M04,1.81,20.73,22.96,25.19,23.92,21.71,29.16,22.09,19.49,18.33,20.76,9.13,17.48,19.97,4.67
1969M05,1.81,20.88,23.17,24.31,24.48,21.77,30.14,22.92,19.39,18.33,20.56,9.13,17.52,20.03,4.66
1969M06,1.81,21.2,23.43,25.34,24.65,21.73,30.57,23.15,19.48,18.33,20.75,9.13,18,20.61,4.43
1969M07,1.81,21.04,23.23,25.7,24.18,20.98,30.42,22.74,19.69,18.33,21.18,9.21,17.88,20.47,4.42
1969M08,1.81,21.26,23.18,26.01,24.01,21.23,29.3,22.87,19.74,18.33,21.29,9.21,18.69,21.46,4.41
1969M09,1.81,21.14,23.06,26.81,23.74,21.63,28.22,22.46,19.51,18.33,20.81,9.21,18.55,21.29,4.52
1969M10,1.81,21.48,23.55,28.63,24.16,23.02,28.19,22.01,19.48,18.33,20.73,9.21,18.64,21.4,4.58
1969M11,1.81,21.67,23.6,28.52,24.4,23.5,28.49,21.88,19.15,18.33,20.05,9.21,19.13,22.01,4.45
1969M12,1.81,21.93,23.81,27.81,24.89,25.47,27.92,21.37,19.18,18.33,20.12,9.21,19.52,22.48,4.2
1970M01,2.11,22.14,24.26,27.32,25.63,25.91,27.99,23.12,19.38,18.33,20.54,8.78,19.3,22.22,4.25
1970M02,2.11,22.21,24.3,27.3,25.59,26.23,27.56,22.97,19.65,18.83,20.54,8.78,19.45,22.41,4.27
1970M03,2.11,22.41,24.36,27.63,25.64,26.18,27.12,23.58,19.6,19.13,20.11,8.78,19.94,23.01,4.27
1970M04,2.11,22.53,24.55,28.15,25.86,26.94,26.83,23.56,19.53,19.17,19.93,8.78,19.95,23.02,4.27
1970M05,2.11,22.46,24.79,28.42,26.16,27.48,26.83,23.81,19.62,19.64,19.59,8.78,19.23,22.13,4.12
1970M06,2.11,22.27,24.85,28.28,26.27,27.78,26.98,23.64,19.66,19.91,19.39,8.78,18.51,21.25,4.06
1970M07,2.11,22.06,24.77,28.4,26.15,27.77,27.08,23.16,19.57,19.91,19.2,8.61,18.05,20.67,4.1
1970M08,2.11,21.76,24.55,28.17,25.82,26.77,27.45,23.09,19.61,19.91,19.28,8.61,17.54,20.04,4.21
1970M09,2.11,21.67,24.46,27.95,25.74,26.23,27.57,23.42,19.58,19.91,19.23,8.61,17.44,19.93,4.26
1970M10,2.11,21.75,24.84,27.63,26.51,27.8,27.8,23.67,19.36,19.91,18.77,8.61,16.9,19.27,4.29
1970M11,2.11,21.79,25.05,26.72,26.91,28.76,28.08,23.43,19.68,19.91,19.43,8.61,16.6,18.89,4.3
1970M12,2.11,21.66,24.97,26.32,26.85,28.48,28.07,23.6,19.72,19.91,19.51,8.61,16.37,18.61,4.18
1971M01,2.66,21.56,24.88,24.65,27.1,28.7,28.17,24.03,19.61,19.91,19.29,8.33,16.26,18.4,4.21
1971M02,2.66,21.42,24.64,24.47,26.81,28.29,27.17,24.52,19.47,19.91,18.99,8.33,16.29,18.43,4.21
1971M03,2.66,21.6,24.6,24.66,26.72,28.39,26.7,24.54,19.42,19.91,18.9,8.33,16.95,19.25,4.29
1971M04,2.66,21.77,24.59,26.1,26.36,27.52,26.46,24.75,19.51,19.91,19.08,8.33,17.51,19.93,4.35
1971M05,2.66,21.5,24.52,25.64,26.21,26.94,27.18,24.38,19.85,19.87,19.82,8.33,16.81,19.07,4.39
1971M06,2.66,21.42,24.47,25.11,26.31,27.54,27.17,23.9,19.68,19.58,19.78,8.33,16.64,18.86,4.31
1971M07,2.76,21.73,24.83,25.32,26.98,29.18,27.31,23.79,19.36,19.2,19.53,8.7,16.86,19.13,4.34
1971M08,2.76,21.86,25,25.16,27.26,29.7,27.38,23.93,19.44,19.27,19.61,8.7,16.91,19.2,4.45
1971M09,2.76,21.54,24.55,24.75,26.49,27.86,27.83,23.48,19.74,19.54,19.96,8.7,16.81,19.07,4.25
1971M10,2.76,21.5,24.52,24.5,26.45,27.52,27.81,23.82,19.84,19.67,20.03,8.7,16.76,19.02,4.2
1971M11,2.76,21.37,24.36,24.56,26.28,27.32,27.59,23.71,19.59,19.1,20.13,8.7,16.67,18.89,4.21
1971M12,2.76,21.64,24.56,24.98,26.51,26.34,27.48,25.87,19.59,19.06,20.16,8.7,17.13,19.47,4.32
1972M01,2.87,22.12,24.96,25.83,26.89,25.79,25.7,29.42,19.81,18.75,20.96,11.46,17.5,19.92,4.54
1972M02,2.87,22.18,24.95,25.95,26.72,24.81,25.71,30.15,20.12,19.26,21.07,11.46,17.73,20.21,4.73
1972M03,2.87,22.59,25.56,26.24,27.64,26.77,25.92,30.33,20.16,19.78,20.57,11.46,17.76,20.24,4.76
1972M04,2.87,22.62,25.54,26.36,27.67,27.75,26.14,28.94,19.97,19.66,20.31,11.46,17.89,20.4,4.84
1972M05,2.87,22.25,25.48,26.85,27.49,27.56,26.48,28.32,19.9,19.37,20.48,11.46,16.86,19.13,5.21
1972M06,2.87,21.87,25.22,27.16,27.16,27.01,26.34,28.08,19.53,18.86,20.25,11.46,16.2,18.32,5.67
1972M07,2.98,21.72,25.18,28.52,27.05,27.44,26.71,26.83,18.96,18.37,19.61,12.31,15.68,17.68,6.06
1972M08,2.98,22,25.58,28.12,27.84,27.54,28.28,27.83,18.81,18.44,19.22,12.31,15.76,17.78,6.26
1972M09,2.98,22.49,26.31,27.72,29.15,28.19,31.29,28.49,18.67,18.47,18.89,12.31,15.83,17.86,6.1
1972M10,2.98,22.52,26.71,27.71,29.58,28.05,32.43,29.02,19.24,18.49,20.05,12.31,15.08,16.94,6.09
1972M11,2.98,23.16,27.46,27.64,30.72,30.06,33.49,29.09,19.45,18.49,20.49,12.31,15.59,17.56,5.99
1972M12,2.98,24.99,30.24,27.94,34.73,34.18,37.48,32.98,20.49,19.64,21.43,12.31,15.68,17.68,6.19
1973M01,3.4,27.07,32.76,34.23,37.04,37.45,40.55,33.33,21.59,21.12,22.11,18.81,16.33,18.48,6.3
1973M02,3.4,29.17,35.55,35.99,40.3,44.45,40.65,34.52,23.77,24.86,22.58,18.81,17.27,19.63,7.1
1973M03,3.4,30.2,36.33,35.83,40.71,44.81,41.11,34.97,25.93,27.47,24.24,18.81,18.94,21.69,7.84
1973M04,3.68,30.52,36.58,35,41.28,46.86,40.93,34.25,25.97,26.72,25.14,18.81,19.42,22.29,8.13
1973M05,3.68,33.24,40.75,36.03,48.02,61.18,43.57,34.72,25.51,24.46,26.65,18.81,19.46,22.34,9.04
1973M06,3.68,37.11,46,36.27,56.31,78.9,47.03,34.98,25.91,22.93,29.16,18.81,20.95,24.17,10.4
1973M07,4.06,40.15,49.51,35.85,61.08,81.71,58.67,36.12,28.34,23.09,34.08,20.57,23.18,26.92,10.49
1973M08,4.06,40.17,49.32,35.44,60.05,67.25,73.48,38.42,30.31,24.91,36.2,20.57,23.63,27.47,9.57
1973M09,4.06,37.02,44.96,35.49,52.29,51.94,69.7,37.01,31.94,26.55,37.83,20.57,22.6,26.21,9.37
1973M10,5.56,37.11,44.47,36.03,51,50.95,66.22,37.31,32.9,28.38,37.83,20.57,23.89,27.79,9.39
1973M11,5.56,38.88,46.08,36.08,53.76,51.34,75.04,37.69,32.49,28.16,37.22,20.57,26.21,30.65,9.04
1973M12,5.56,41.42,50.09,36.37,58.57,58.44,79.37,39.91,36.46,32.54,40.75,20.57,26.02,30.42,10.05
1974M01,15.97,44.48,53.31,43.12,61.83,61.52,81.96,44.04,37.79,32.32,43.76,61.04,24.48,28.04,11.95
1974M02,15.97,47.5,56.85,44.9,67.6,65.43,88.69,51.38,36.79,32.85,41.1,63.43,26.51,30.54,14.92
1974M03,15.97,47.67,55.35,45,65.44,63.24,86.05,49.69,36.08,33.25,39.17,64.68,30,34.84,16.05
1974M04,13.4,47.16,53.18,46.22,62.26,58.12,82.03,49.8,34.67,32.16,37.41,66.9,32.56,38,16.02
1974M05,13.4,46.7,52.72,46.04,62.13,57.13,79.22,53.25,33.23,30.47,36.25,67.63,31.98,37.29,15.83
1974M06,13.4,45.53,52.13,46.49,61.81,56.69,79.81,52.23,31.48,28.73,34.48,73.5,28.84,33.42,14.78
1974M07,12.76,45.87,54.12,46.3,65.19,61.82,80.18,56.07,31.2,29.58,32.97,73.84,25.77,29.63,13.63
1974M08,12.76,48.45,57.88,43.98,71.84,71.23,83.15,62.41,31.01,28.86,33.35,73.86,26.23,30.19,14.38
1974M09,12.76,47.38,57.19,41.88,71.82,68.22,82.23,67.13,29.43,26.83,32.27,75.46,24.08,27.55,13.84
1974M10,13.08,49.83,61.25,42.33,78.77,77.78,86.2,73.36,28.28,25.3,31.55,75.36,23.5,26.84,15.02
1974M11,13.08,50.43,62.15,43.03,80.71,70.33,81.4,93.73,26.81,24.02,29.86,75.68,23.51,26.84,16.35
1974M12,13.08,47.66,58.17,43.15,73.91,65.9,80.05,78.9,27.58,25.49,29.85,74.77,23.01,26.22,16.2
1975M01,13.84,43.91,52.93,38.58,66.31,57.21,72.23,72.92,27.72,26.11,29.48,58.18,23.79,26.56,15.53
1975M02,13.84,41.4,48.9,37.82,60.13,50.17,68.71,65.47,27.23,24.43,30.28,57.33,24.21,27.08,15.88
1975M03,13.84,40.14,46.73,36.66,56.36,48.69,67.51,56.38,28.43,26.02,31.06,57.11,24.72,27.71,15.74
1975M04,13.84,39.73,46.44,37.8,55.62,48.37,66.8,55.05,28.54,25.79,31.55,54.39,24.28,27.17,15.07
1975M05,13.84,37.36,43.16,37.01,50.33,43.04,63.86,47.66,28.88,25.82,32.23,52.01,23.78,26.55,15.22
1975M06,13.84,36.22,41.67,38.46,47.58,41.88,61.87,42.13,28.93,25.7,32.45,50.02,23.48,26.18,14.98
1975M07,13.85,37.45,43.83,41.44,50.36,45.87,63.09,44.73,29.2,25.56,33.18,49.04,23.05,25.65,15.24
1975M08,13.85,39.77,47.4,46.67,54.67,50.57,68.77,47.32,30.08,26.36,34.15,49.04,23.08,25.69,15.34
1975M09,13.85,38.46,45.57,45.67,52.04,46.92,67.82,44.5,29.79,26.06,33.86,48.98,22.7,25.22,13.76
1975M10,13.88,37.42,44.25,45.04,50.14,44.79,65.9,42.93,29.52,25.79,33.6,47.09,22.33,24.76,13.49
1975M11,13.88,35.86,41.89,43.84,46.41,40.77,61.28,40.39,29.9,26.31,33.83,46.51,22.29,24.72,13.44
